title,blogger,postdate,link,brand_candidates,brand_matched_keywords,product_category_candidates,product_category_matched_keywords,mapping_note
[분당/야탑 맛집] 애슐리퀸즈 NC 야탑점 주말 방문기! 주차...,단테형아의 일상이야기,20260506,https://blog.naver.com/clever507/224275848226,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_not_found_product_category_mapping
울산 유곡동 컴포즈커피 메뉴 가격 한눈에 직접 확인해봤어요,무상훈 :: 한국의 미슐랭가이드 를 꿈꾸다,20260506,https://blog.naver.com/blu2sky7/224274097716,,{},"히비스커스 계열, 허브티 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""허브티 계열"": [""허브티""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드"", ""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
"속초 1박2일 여행, 식단 관리 중에도 부담 없는 생선구이...",회사탈출 밍대리의 먹고 쓰는 리뷰,20260506,https://blog.naver.com/pay4bread/224275891683,티랑,"{""티랑"": [""티랑""]}","히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_direct_match
유자히비스커스 액상 리뷰~!,노원 시가K,20260506,https://blog.naver.com/cigakk/224276205346,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""], ""아이스티/음료 계열"": [""에이드"", ""음료""]}",brand_not_found_product_category_mapping
광주 상무지구 카페 과일모찌 맛집 선물 답례품 추천 | 등화,경우의 경우,20260506,https://blog.naver.com/cutlove5167/224276195560,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""]}",brand_not_found_product_category_mapping
"[혜화역 카페] 카페 마띠에르 로스터리, 케이크 맛있는 곳...",행복한 복치의 블로그,20260506,https://blog.naver.com/happybokchi/224274424208,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""음료""], ""블렌딩티 계열"": [""로즈힙"", ""블렌딩""]}",brand_not_found_product_category_mapping
나트랑 시내 쇼핑리스트 나트랑환전 팁 씀모이시장,맛과 여행이 있는 곳,20260506,https://blog.naver.com/baram1178/224275525307,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_not_found_product_category_mapping
김포공항 푸드코트 출발 전 식사하기 좋은 웰리앤 카페테리아,먹으러 떠나는 여행,20260506,https://blog.naver.com/powerjf/224275541674,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""]}",brand_not_found_product_category_mapping
함안 신상 카페 '베이커리 카페 자양(JAYANG)' 가오픈 방문기...,또곰의 취향기록지,20260506,https://blog.naver.com/doy0104love/224275658553,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""]}",brand_not_found_product_category_mapping
"2025년 몸에 좋은 차 7가지, 모르면 손해!",건강 정보 소개,20260506,https://durichat.tistory.com/125,,{},"히비스커스 계열, 차/티백 계열, 항산화/비타민 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""항산화/비타민 계열"": [""항산화""], ""아이스티/음료 계열"": [""음료""]}",brand_not_found_product_category_mapping
"홍대칵테일바 추천, 혼술과 데이트 다 되는 분위기 맛집...",일상을 여행처럼,20260506,https://blog.naver.com/claireenglish_/224276140790,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""], ""아이스티/음료 계열"": [""아이스티""]}",brand_not_found_product_category_mapping
구미 진평동 24시 카페 [백억커피],함 냐 함 냐,20260506,https://blog.naver.com/karma7_39/224276132410,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티"", ""티백""], ""아이스티/음료 계열"": [""에이드"", ""음료""], ""블렌딩티 계열"": [""블렌드""]}",brand_not_found_product_category_mapping
[전북 부안 카페]카페 909 | 바다랑 유채꽃이 너무 예쁜 카페,전주 인테리어 isdesign (조은인테리어),20260506,https://blog.naver.com/isdesign_/224274380143,,{},"히비스커스 계열, 허브티 계열, 차/티백 계열, 항산화/비타민 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""허브티 계열"": [""허브티""], ""차/티백 계열"": [""차"", ""티""], ""항산화/비타민 계열"": [""비타민""], ""아이스티/음료 계열"": [""아이스티"", ""음료""], ""블렌딩티 계열"": [""블렌딩""]}",brand_not_found_product_category_mapping
암사역 분식 에그리데이 서울 분식 맛집 위치정보,budgetkbtr님의 블로그,20260506,https://blog.naver.com/budgetkbtr/224276123659,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""]}",brand_not_found_product_category_mapping
거제도 대형 카페 추천_메리클리프(feat.분좋카),누구랑 오디갔게? 누구랑 모했게?,20260506,https://blog.naver.com/nugu-/224275568990,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드"", ""음료""]}",brand_not_found_product_category_mapping
대구 다사 강정보 대형 카페 다이브인커피 브런치 리버뷰 맛집,엄지맘의 먹방일기,20260506,https://blog.naver.com/kig2y/224276120320,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""ade"", ""아이스티"", ""에이드"", ""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
생갈고무나무접 부전스프레 집에 오렌지 바로 물주기,bluelog.kr,20260506,https://www.bluelog.kr/5911,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차""]}",brand_not_found_product_category_mapping
거창베이커리카페- 디저트가 맛있는 스위트 시즌 메뉴 및...,피앗 마루,20260506,https://blog.naver.com/yeonwoo24/224276096229,,{},"히비스커스 계열, 허브티 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""허브티 계열"": [""herb tea""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""ade"", ""아이스티"", ""에이드"", ""음료""]}",brand_not_found_product_category_mapping
"""눈 깜짝할 새 쿵! 18개월 아이를 위한 0원 '초간단 안전...",똑똑한 육아살림 백과님의 블로그,20260506,https://blog.naver.com/smartparentguide/224275372609,,{},"히비스커스 계열, 차/티백 계열, 항산화/비타민 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""], ""항산화/비타민 계열"": [""비타민""], ""아이스티/음료 계열"": [""에이드""]}",brand_not_found_product_category_mapping
합정역 카페 커피전문점 라운지 클라리멘토,☆라블의 세상☆,20260506,https://blog.naver.com/mtppik/224271991912,,{},"히비스커스 계열, 차/티백 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
"스파클링 티 브랜드 비교, 집들이 선물로 추천하는 무알콜 음료","아, 茶! 싶은 기록",20260506,https://blog.naver.com/373968/224274197986,포트넘앤메이슨,"{""포트넘앤메이슨"": [""Fortnum"", ""Fortnum & Mason"", ""fortnum"", ""fortnum & mason""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""음료""], ""블렌딩티 계열"": [""베리"", ""블렌딩""]}",brand_direct_match
타임파스타 앤 커피 서울 강북 파스타 추천,purplead55님의 블로그,20260506,https://blog.naver.com/purplead55/224276017011,립톤,"{""립톤"": [""립톤""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""]}",brand_direct_match
2026.04.27 - 05.03,나 데리고 살기,20260506,https://blog.naver.com/kay722/224275957036,,{},"히비스커스 계열, 허브티 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""허브티 계열"": [""허브티""], ""차/티백 계열"": [""차"", ""티""]}",brand_not_found_product_category_mapping
[내돈내산] 온양온천역 디저트 맛집 놀라운토요일 쿠키슈 아산...,유세니 BLOOM,20260506,https://blog.naver.com/seniiverse/224275933379,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""에이드""]}",brand_not_found_product_category_mapping
포천시 신북면 포천 허브힐링센터 이색체험,so sweet,20260506,https://sweetit.co.kr/11072803,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""]}",brand_not_found_product_category_mapping
포항 아이랑 가볼만한곳 두드림농장 :: 포항에서 아이와 동물...,히키키의 소소한 기록들,20260506,https://blog.naver.com/heekiki0802/224275921155,"다란, 타조","{""다란"": [""다란""], ""타조"": [""타조""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""에이드"", ""음료""]}",brand_direct_match
매일 먹방 운동 기록 1864일 한식뷔페 고기뷔페,트루봉쇼 TrueBongShow,20260506,https://blog.naver.com/truebongshow/224275917246,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""]}",brand_not_found_product_category_mapping
영등포 양평역 카페 추천 인뚜즈커피하우스 까눌레 맛집...,나만의 원근법,20260506,https://blog.naver.com/wongun1113/224275911409,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""음료""]}",brand_not_found_product_category_mapping
[부산맛집] 부산빵지순례 부산대표빵집 :: 비엔씨제과 광복점,NUUDAY,20260506,https://blog.naver.com/sunset9103/224275587363,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드"", ""음료""], ""블렌딩티 계열"": [""블렌딩""]}",brand_not_found_product_category_mapping
대전 한화생명볼파크 먹거리 총정리 메뉴 가격 후기 실제...,the foam of youth,20260506,https://blog.naver.com/lovelyjs_/224275892226,"공차, 루트","{""공차"": [""공차""], ""루트"": [""루트""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""음료""]}",brand_direct_match
함스테드 유기농 허브티,라이프 아이템 베스트님의 블로그,20260506,https://blog.naver.com/lifeitem_best/224275887040,티타임,"{""티타임"": [""티타임""]}","히비스커스 계열, 허브티 계열, 차/티백 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""허브티 계열"": [""허브티""], ""차/티백 계열"": [""차"", ""티"", ""티백""], ""블렌딩티 계열"": [""로즈힙""]}",brand_direct_match
디저트39 수유역점 서울 강북 카페 추천,admoment55님의 블로그,20260506,https://blog.naver.com/admoment55/224275877532,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드"", ""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
은평 롯데몰 카페 안스베이커리 은평점 구파발 베이커리...,like-impiglet,20260506,https://blog.naver.com/like-impiglet/224273670419,곰곰,"{""곰곰"": [""곰곰""]}","히비스커스 계열, 차/티백 계열, 카페인 프리 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""카페인 프리 계열"": [""decaf""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""], ""블렌딩티 계열"": [""베리""]}",brand_direct_match
주간일기 5. 모든 계절을 지나 긴 세월이 지나도 그때로...,잃어버린 도파민을 찾아서,20260505,https://blog.naver.com/nei2327/224275875274,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""음료""]}",brand_not_found_product_category_mapping
서울 예술의전당 내 맛집 남부터미널 맛집 서초 레스토랑...,☆수기의 좌충우돌 성장기☆,20260505,https://blog.naver.com/parkhey7/224275873605,,{},"히비스커스 계열, 차/티백 계열, 카페인 프리 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""카페인 프리 계열"": [""decaf""], ""아이스티/음료 계열"": [""ade"", ""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
공정무역 커피와 책이 있는 동탄 북광장 카페 <그물코카페>,라이플,20260505,https://blog.naver.com/tokitoto/224275864467,우리차,"{""우리차"": [""우리차""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드"", ""음료""], ""블렌딩티 계열"": [""블렌딩""]}",brand_direct_match
"""아침에 뒷목 뻐근하면 혈압 위험 신호?"" 혈압을 낮추는 '차' 5가지",건강한 시도,20260505,https://blog.naver.com/infobox8282/224275855738,,{},"히비스커스 계열, 차/티백 계열, 항산화/비타민 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티"", ""티백""], ""항산화/비타민 계열"": [""비타민"", ""안토시아닌""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
420,Zzz..,20260505,https://blog.naver.com/yugommi/224275840672,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
우이천 카페 얼롱 | 쌍문동 파운드케이크 맛집 산책 코스로 딱...,Euphoria,20260505,https://blog.naver.com/qlddmd/224275815045,티랑,"{""티랑"": [""티랑""]}","히비스커스 계열, 허브티 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""허브티 계열"": [""허브티""], ""차/티백 계열"": [""차"", ""티"", ""티백""], ""아이스티/음료 계열"": [""음료""]}",brand_direct_match
노원미용실 헤어더뷰 모발클리닉 설이안디자이너 관리후기,"항상,햅삐하게",20260505,https://blog.naver.com/qkqhskfk79/224275807528,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""음료""]}",brand_not_found_product_category_mapping
고지혈증에 좋은 차 5가지 하루 1잔만 마셔도 혈관 속 기름...,오늘도 건강꿀팁 한가득♡,20260505,https://blog.naver.com/gaeulakio/224273988698,티타임,"{""티타임"": [""티타임""]}","히비스커스 계열, 차/티백 계열, 항산화/비타민 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""항산화/비타민 계열"": [""안토시아닌"", ""항산화""]}",brand_direct_match
[ #2026.04 ] 돌아보니 꽤 다채로웠던 4월,Seu0.etc,20260505,https://blog.naver.com/qkrwnssud123/224275793495,"공차, 스타벅스, 이디야, 바라기","{""공차"": [""공차""], ""스타벅스"": [""스타벅스""], ""이디야"": [""이디야""], ""바라기"": [""바라기""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""음료""]}",brand_direct_match
울산 울주군/길천리/브런치/카페) 카페 우희...,인간에게 가장 해로운 벌레는 대충,20260505,https://blog.naver.com/js2010kr/224275784340,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""ade"", ""아이스티"", ""에이드"", ""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
대구 버터떡 맛집 펙스코 카페 와쿠 구움과자 포장 후기,온의 로그,20260505,https://blog.naver.com/on_log_/224275783662,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
"영종도 카페, 을왕리 카페 핑크월","운동하고 먹고 가꾸는, 너구리의 갓생 라이프스타일",20260505,https://blog.naver.com/arte_neoguri/224275774435,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드"", ""음료""]}",brand_not_found_product_category_mapping
시원한 수박 음료와 디저트가 맛있는 창원 상남동 디저트맛집...,삽질천국,20260505,https://blog.naver.com/kiss103007/224275766824,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티"", ""티백""], ""아이스티/음료 계열"": [""음료""]}",brand_not_found_product_category_mapping
동해 | 백억커피 부곡점 신상 3종 음료 후기,"쓰고, 먹고, 움직이는 원정✩°｡⋆⸜",20260505,https://blog.naver.com/pila_s2/224275757292,,{},"히비스커스 계열, 차/티백 계열, 항산화/비타민 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""항산화/비타민 계열"": [""비타민""], ""아이스티/음료 계열"": [""음료""]}",brand_not_found_product_category_mapping
[대연동 카페] 카페 미도리,BySide,20260505,https://blog.naver.com/merry96715/224275756885,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""에이드""]}",brand_not_found_product_category_mapping
진천군 진천읍 화계절 카페/전통찻집,so sweet,20260505,https://sweetit.co.kr/11076688,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""], ""아이스티/음료 계열"": [""에이드""]}",brand_not_found_product_category_mapping
서현역 미용실 헤어더뷰 수현쌤께 긴머리 복구 크리닉받은 후기...,"놀척박사( ღ""ᴗ""ღ )",20260505,https://blog.naver.com/genius_seri/224275743686,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_not_found_product_category_mapping
울산 구영리 카페 아기랑 초록초록한 뷰를 즐길 수 있는 카페...,유랑하는 나의 기록,20260505,https://blog.naver.com/roamilog/224275719694,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""에이드"", ""음료""]}",brand_not_found_product_category_mapping
어니언 미아 서울 강북 카페 추천,admoment55님의 블로그,20260505,https://blog.naver.com/admoment55/224275716811,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티"", ""티백""], ""아이스티/음료 계열"": [""음료""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
[인천 부평 카페게이트 부평남부역점 후기] 우베 신메뉴...,어제오늘내일님의블로그,20260505,https://blog.naver.com/freshday9656/224275715891,,{},"히비스커스 계열, 차/티백 계열, 항산화/비타민 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""항산화/비타민 계열"": [""안토시아닌""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""], ""블렌딩티 계열"": [""베리"", ""블렌딩""]}",brand_not_found_product_category_mapping
"[D+6] ""아부심벨을 위한 베이스 캠프"" ; 아스완...",TravelingKelly,20260505,https://blog.naver.com/traveling_kelly/224275704245,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_not_found_product_category_mapping
"성수 카페 수플레 맛집 5to7 성수본점, 서울숲 데이트 코스로...",무조건 해피엔딩,20260505,https://blog.naver.com/star8349/224275676879,숲으로,"{""숲으로"": [""숲으로""]}","히비스커스 계열, 허브티 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""허브티 계열"": [""허브티""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""ade"", ""에이드"", ""음료""]}",brand_direct_match
신사동 가로수길 고층 뷰 좋은 카페&와인바 텔러스 9.5...,"뷰덕후 샤유/ 뷰맛집, 호텔, 여행, 뷰티",20260505,https://blog.naver.com/shineyura/224275664312,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""에이드""]}",brand_not_found_product_category_mapping
[일산 카페] 대화동베이커리 맛집 구움씨대화점...,쑤야의 일상,20260505,https://blog.naver.com/selenajung97/224275645759,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_not_found_product_category_mapping
[이시가키 숙소] 이시가키 시사이드 호텔 솔직 후기 (빌리지동...,테이스트 여행기,20260505,https://blog.naver.com/taste_that_place/224275638740,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_not_found_product_category_mapping
[나주 대형 카페] 애견동반에 아이까지 OK인 곳! : 월하당,ฅ^•ﻌ•^ฅ,20260505,https://blog.naver.com/ehddnr5957/224275595364,타바론,"{""타바론"": [""Tavalon"", ""tavalon""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""ade"", ""아이스티"", ""에이드"", ""음료""], ""블렌딩티 계열"": [""베리""]}",brand_direct_match
"[내돈내산] 강남 카페 추천 르와조 역삼, 시그니처 음료와...","나만의 취향대로, 나의 이야기",20260505,https://blog.naver.com/1ji0_s2_/224275577787,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""음료""]}",brand_not_found_product_category_mapping
하와이 여행 선물필수템 두가지,genesis2728님의 블로그,20260505,https://blog.naver.com/genesis2728/224275551284,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""하이비스커스"", ""히비스커스""], ""차/티백 계열"": [""차"", ""티"", ""티백""]}",brand_not_found_product_category_mapping
[WD-4] 베뉴 투어_ 빌라드지디 수서,예토리 블로그,20260505,https://blog.naver.com/snow98snow/224273467216,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""ade"", ""음료""]}",brand_not_found_product_category_mapping
서울 카공카페 용산 브런치 맛집 쉬즈베이글커피 숙대입구...,Never regret anything that made you smile.,20260505,https://blog.naver.com/kdac4131/224275535176,다란,"{""다란"": [""다란""]}","히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""ade"", ""아이스티""], ""블렌딩티 계열"": [""베리""]}",brand_direct_match
24시 카공카페 '카공족' 낙성대점 vs. 이수역점,Days I Keep,20260505,https://blog.naver.com/postmystory/224275525697,,{},"히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""]}",brand_not_found_product_category_mapping
260426(일) 상하이 여행 3일차(상하이 대한민국 임시정부...,현이님의블로그,20260505,https://blog.naver.com/o3o_0214/224275517155,바라기,"{""바라기"": [""바라기""]}","히비스커스 계열, 차/티백 계열, 항산화/비타민 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""항산화/비타민 계열"": [""비타민""], ""블렌딩티 계열"": [""베리""]}",brand_direct_match
성수동 맛짐 성수 브런치카페 앤드밀 메뉴추천 내돈내산 후기,하루 한 조각,20260505,https://blog.naver.com/cozyeasy123/224275509046,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""티""], ""아이스티/음료 계열"": [""음료""]}",brand_not_found_product_category_mapping
광안리디저트카페 아이스크림 라떼가 진심인 롤링커피 부산...,혬 이야기,20260505,https://blog.naver.com/grey188/224275508502,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열, 블렌딩티 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""], ""블렌딩티 계열"": [""베리""]}",brand_not_found_product_category_mapping
2026.04.Log,recording •••,20260505,https://blog.naver.com/blossomboy_/224275484743,곰곰,"{""곰곰"": [""곰곰""]}","히비스커스 계열, 차/티백 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""]}",brand_direct_match
더왓에버 서울 강서 파스타 추천,맛집사냥꾼,20260505,https://blog.naver.com/purchase-b/224275466875,,{},"히비스커스 계열, 차/티백 계열, 아이스티/음료 계열","{""히비스커스 계열"": [""히비스커스""], ""차/티백 계열"": [""차"", ""티""], ""아이스티/음료 계열"": [""아이스티"", ""에이드""]}",brand_not_found_product_category_mapping
